Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%)
326,,TIC_05215_HAD_B_FB,HOT AIR DAMPER POSITION MILL B,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,Hot Air Damper,HAD,1,,,,Position,Percentage,1,Feedback,%,,,,0,100,,Air Path,,
,,HAD_B_SP,HAD B SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,Hot Air Damper,HAD,1,,,,Position,Percentage,1,Setpoint,TPH,,,,,,SP,,,
337,New,PI_05102_6,MILL B INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,Inlet,Inlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
339,,TI05215,PA TEMPERATURE AT MILL B INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,Inlet,Inlet,1,Primary Air,Temperature,1,,DEG C,,,,0,300,,Air Path,,
335,New,PI_05102_11,MILL B OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,Outlet,Outlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
338,,TI05210,PULVERISED COAL OUTLET TEMPERATURE AT MILL B,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,Outlet,Outlet,1,Primary Air,Temperature,1,,DEG C,,,,0,200,,Air Path,,
504,,HRenu_U5_Mill_B_Primary_Air/Fuel_Ratio,MILL B PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,,,,Mill,Air/Fuel Ratio,1,,,,,Low,,,,Performance KPI,,
505,,HRenu_U5_Mill_B_Run_Hours,MILL B RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,,,,Mill,Run Hours,1,,HRS,,,,,,,Mechanical,,
503,,HRenu_U5_Mill_B_Specific_Power,MILL B SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,,,,Mill,Specific Power,1,,AMPS/T,,,Low,,,,Performance KPI,,
506,,HRenu_U5_Mill_B_Temperature_Difference,MILL B TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,,,,Mill,Temperature Difference,1,Derived,DEG C,,,Low,,,,Air Path,,
336,,PI_05102_16,MILL B DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,,,,Primary Air,Differential Pressure,1,,MMWC,,,,0,600,,Air Path,,
334,,PAF_B_FLOW,PA FLOW TO MILL B,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,,,,,,,Primary Air,Flow,1,,TPH,,,,0,50,,Air Path,,
,,FDR_C_FLOW,Mill C Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Coal Feeder,Coal Feeder,1,,,,,,1,Fuel,Flow,1,,TPH,,,,,,SP,,,
341,New,FIQC_03305_C_FCO,MILL C COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Coal Feeder,Coal Feeder,`,,,,,,,Conveyor Belt,Speed,1,Demand,TPH,,,,0,10,CTL,Fuel Path,,
340,,FIQC_03305_C_FB,COAL FEEDER SPEED MILL C,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Coal Feeder,Coal Feeder,`,,,,,,,Conveyor Belt,Speed,1,,RPM,,,,0,10,FB,Fuel Path,,
345,New,TI_10212_01_E,MILL C R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,,DEG C,,,,0,10,,Mechanical,,
346,New,TI_10212_01_F,MILL C R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
347,New,TI_10212_01_G,MILL C Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
348,New,TI_10212_01_H,MILL C Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
349,New,TI_10212_01_I,MILL C B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
350,New,TI_10212_01_J,MILL C B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
344,,PULV_C_I,MILL C CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,30,,Performance KPI,,
342,,TIC_05216_CAD_C_FB,COLD AIR DAMPER POSITION MILL C,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,Cold Air Damper,CAD,1,,,,Position,Percentage,1,Feedback,%,,,,0,100,,Air Path,,
343,,TIC_05216_HAD_C_FB,HOT AIR DAMPER POSITION MILL C,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,Hot Air Damper,HAD,1,,,,Position,Percentage,1,Feedback,%,,,,0,100,,Air Path,,
,,HAD_C_SP,HAD C SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,Hot Air Damper,HAD,1,,,,Position,Percentage,1,Setpoint,TPH,,,,,,SP,,,
354,New,PI_05102_7,MILL C INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,,,,Inlet,Inlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
356,,TI_05216,PA TEMPERATURE AT MILL C INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,,,,Inlet,Inlet,1,Primary Air,Temperature,1,,DEG C,,,,0,300,,Air Path,,
352,New,PI_05102_12,MILL C OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,,,,Outlet,Outlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
355,,TI_05211,PULVERISED COAL OUTLET TEMPERATURE AT MILL C,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,,,,Outlet,Outlet,1,Primary Air,Temperature,1,,DEG C,,,,0,200,,Air Path,,
508,,HRenu_U5_Mill_C_Primary_Air/Fuel_Ratio,MILL C PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,,,,,,,,,,Mill,Air/Fuel Ratio,1,Derived,,,,Low,,,,Performance KPI,,
509,,HRenu_U5_Mill_C_Run_Hours,MILL C RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,,,,,,,,,,Mill,Run Hours,1,Derived,HRS,,,,,,,Mechanical,,
507,,HRenu_U5_Mill_C_Specific_Power,MILL C SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,,,,,,,,,,Mill,Specific Power,1,Derived,AMPS/T,,,Low,,,,Performance KPI,,
510,,HRenu_U5_Mill_C_Temperature_Difference,MILL C TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,,,,,,,,,,Mill,Temperature Difference,1,Derived,DEG C,,,Low,,,,Air Path,,
353,,PI_05102_17,MILL C DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,,,,,,,Primary Air,Differential Pressure,1,,MMWC,,,,0,600,,Air Path,,
351,,PAF_C_FLOW,PA FLOW TO MILL C,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill C,3,,,,,,,,,,Primary Air,Flow,1,,TPH,,,,0,50,,Air Path,,
358,New,FIQC_03305_D_FCO,MILL D COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Coal Feeder,Coal Feeder,1,,,,,,,Conveyor Belt,Speed,1,Demand,TPH,,,,0,10,CTL,Fuel Path,,
357,,FIQC_03305_D_FB,COAL FEEDER SPEED MILL D,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Coal Feeder,Coal Feeder,1,,,,,,,Conveyor Belt,Speed,1,,RPM,,,,0,10,FB,Fuel Path,,
,,FDR_D_FLOW,Mill D Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Coal Feeder,Coal Feeder,1,,,,,,,Fuel,Flow,1,,TPH,,,,,,SP,,,
362,New,TI_10212_02_E,MILL D R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
363,New,TI_10212_02_F,MILL D R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
364,New,TI_10212_02_G,MILL D Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
365,New,TI_10212_02_H,MILL D Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
366,New,TI_10212_02_I,MILL D B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
367,New,TI_10212_02_J,MILL D B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
361,,PULV_D_I,MILL D CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,30,,Performance KPI,,
359,,TIC_05217_CAD_D_FB,COLD AIR DAMPER POSITION MILL D,COLD AIR DAMPER POSITION MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,Cold Air Damper,CAD,1,,,,,Position,1,Feedback,%,,,,0,100,,Air Path,,
360,,TIC_05217_HAD_D_FB,HOT AIR DAMPER POSITION MILL D,HOT AIR DAMPER POSITION MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,Hot Air Damper,HAD,1,,,,,Position,1,Feedback,%,,,,0,100,,Air Path,,
,,HAD_D_SP,HAD D SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,Hot Air Damper,HAD,1,,,,,Position,1,Setpoint,TPH,,,,,,SP,,,
371,New,PI_05102_8,MILL D INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,,,,Inlet,Inlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
373,,TI_05217,PA TEMPERATURE AT MILL D INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,,,,Inlet,Inlet,1,Primary Air,Temperature,1,,DEG C,,,,0,300,,Air Path,,
369,New,PI_05102_13,MILL D OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,,,,Outlet,Outlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
372,,TI_05212,PULVERISED COAL OUTLET TEMPERATURE AT MILL D,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,,,,Outlet,Outlet,1,Primary Air,Temperature,1,,DEG C,,,,0,200,,Air Path,,
512,,HRenu_U5_Mill_D_Primary_Air/Fuel_Ratio,MILL D PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,,,,,,,,,,Mill,Air/Fuel Ratio,1,Derived,,,,Low,,,,Performance KPI,,
513,,HRenu_U5_Mill_D_Run_Hours,MILL D RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,,,,,,,,,,Mill,Run Hours,1,Derived,HRS,,,,,,,Mechanical,,
511,,HRenu_U5_Mill_D_Specific_Power,MILL D SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,,,,,,,,,,Mill,Specific Power,1,Derived,AMPS/T,,,Low,,,,Performance KPI,,
514,,HRenu_U5_Mill_D_Temperature_Difference,MILL D TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill D,4,,,,,,,,,,Mill,Temperature Difference,1,Derived,DEG C,,,Low,,,,Air Path,,
368,,PAF_D_FLOW,PA FLOW TO MILL D,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill D,4,,,,,,,,,,Primary Air,Flow,1,,TPH,,,,0,50,,Air Path,,
375,New,FIQC_03305_E_FCO,MILL E COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Coal Feeder,Coal Feeder,1,,,,,,,Conveyor Belt,Speed,1,Demand,TPH,,,,0,10,CTL,Fuel Path,,
374,,FIQC_03305_E_FB,COAL FEEDER SPEED MILL E,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Coal Feeder,Coal Feeder,1,,,,,,,Conveyor Belt,Speed,1,,RPM,,,,0,10,FB,Fuel Path,,
,,FDR_E_FLOW,Mill E Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Coal Feeder,Coal Feeder,1,,,,,,,Fuel,Flow,1,,TPH,,,,,,SP,,,
379,New,TI_10212_03_E,MILL E R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
380,New,TI_10212_03_F,MILL E R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
381,New,TI_10212_03_G,MILL E Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
382,New,TI_10212_03_H,MILL E Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
383,New,TI_10212_03_I,MILL E B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
384,New,TI_10212_03_J,MILL E B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
378,,PULV_E_I,MILL E CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,30,,Performance KPI,,
376,,TIC_05218_CAD_E_FB,COLD AIR DAMPER POSITION MILL E,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,Cold Air Damper,CAD,1,,,,,Position,1,Feedback,%,,,,0,100,,Air Path,,
377,,TIC_05218_HAD_E_FB,HOT AIR DAMPER POSITION MILL E,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,Hot Air Damper,HAD,1,,,,,Position,1,Feedback,%,,,,0,100,,Air Path,,
,,HAD_E_SP,HAD E SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,Hot Air Damper,HAD,1,,,,,Position,1,Setpoint,TPH,,,,,,SP,,,
388,New,PI_05102_9,MILL E INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,Inlet,Inlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
390,,TI_05218,PA TEMPERATURE AT MILL E INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,Inlet,Inlet,1,Primary Air,Temperature,1,,DEG C,,,,0,300,,Air Path,,
386,New,PI_05102_14,MILL E OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,Outlet,Outlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
389,,TI_05213,PULVERISED COAL OUTLET TEMPERATURE AT MILL E,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,Outlet,Outlet,1,Primary Air,Temperature,1,,DEG C,,,,0,200,,Air Path,,
516,,HRenu_U5_Mill_E_Primary_Air/Fuel_Ratio,MILL E PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Mill,Air/Fuel Ratio,1,Derived,,,,Low,,,,Performance KPI,,
517,,HRenu_U5_Mill_E_Run_Hours,MILL E RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Mill,Run Hours,1,Derived,HRS,,,,,,,Mechanical,,
515,,HRenu_U5_Mill_E_Specific_Power,MILL E SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Mill,Specific Power,1,Derived,AMPS/T,,,Low,,,,Performance KPI,,
370,,PI_05102_18,MILL D DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Primary Air,Differential Pressure,1,,MMWC,,,,0,600,,Air Path,,
387,,PI_05102_19,MILL E DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Primary Air,Differential Pressure,1,,MMWC,,,,0,600,,Air Path,,
385,,PAF_E_FLOW,PA FLOW TO MILL E,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Primary Air,Flow,1,,TPH,,,,0,50,,Air Path,,
518,,HRenu_U5_Mill_E_Temperature_Difference,MILL E TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,,Mill E,5,,,,,,,,,,Primary Air,Temperature Difference,1,Derived,DEG C,,,Low,,,,Air Path,,
317,New,PI_05102_10,MILL A OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,Outlet,Outlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
320,,TI_05209,PULVERISED COAL OUTLET TEMPERATURE AT MILL A,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,Outlet,Outlet,1,Primary Air,Temperature,1,,DEG C,,,,0,200,,Air Path,,
318,,PI_05102_15,MILL A DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,,,,Primary Air,Differential Pressure,1,,MMWC,,,,0,600,,Air Path,,
228,New,TIR_18224,GEN COOLING WATER IL TMP,COOLING WATER TEMPERATURE AT GENERATOR INLET,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,Gas Cooler,0,,,,Inlet,Inlet,1,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
196,,TI18206,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-1,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-1,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC1,1,,,,Inlet,Inlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
197,New,TI18216,GGC 1 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC1,1,,,,Outlet,Outlet,1,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
198,,TIRA18207,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-1 TEMP,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-1 TEMP,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC1,1,,,,Outlet,Outlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
209,New,PDI0111,COLING WT LINE IL AND OL DP FOR GENERATOR,DP OF COOLING WATER ACROSS GENERATOR,Generator System,Generator System,Generator,,Generator,1,,,,,,,,,,Cooling Water,Differential Pressure,1,,KG/CM2,,,,,,??,Mechanical,,
208,New,PDI0110,COOLING WATER LINE IL AND OL DP FOR GENERATOR,DP OF COOLING WATER ACROSS GENERATOR,Generator System,Generator System,Generator,,Generator,1,,,,,,,,,,Cooling Water,Differential Pressure,2,,KG/CM2,,,,,,,Mechanical,,
637,,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,,Generator,,Generator,1,Gas Cooler,GGC1,1,,,,,,,Hydrogen,Temperature Difference,1,Derived,DEG C,,,,,,,Mechanical,,
199,,TI18208,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-2,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-2,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC2,2,,,,Inlet,Inlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
200,New,TI18218,GGC 2 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC2,2,,,,Outlet,Outlet,1,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
201,,TIRA18209,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-2,ALTERNATOR COLD AIR TEMPERATURE - COLD GAS AFTER GGC-2,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC2,2,,,,Outlet,Outlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
638,,HRenu_U5_Generator_Hydrogen_Temperature_drop_across_cooler,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,GENERATOR HYDROGEN TEMPERATURE DROP ACROSS COOLER,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC2,2,,,,,,,Hydrogen,Temperature Difference,1,Derived,DEG C,,,,,,,Mechanical,,
202,,TI18210,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-3,ALTERNATOR HOT AIR TEMPERATURE - HOT GAS BEFORE GGC-3,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC3,3,,,,Inlet,Inlet,1,Hydrogen,Temperature,1,,DEG C,,,,0,300,,Mechanical,,
203,New,TI18220,GGC 3 OL WTR TMP,COOLING WATER TEMPERATURE AT GAS COOLER OUTLET,Generator System,Generator System,Generator,,Generator,1,Gas Cooler,GGC3,3,,,,Outlet,Outlet,1,Cooling Water,Temperature,1,,DEG C,,,,,,,Mechanical,,
