,Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%),invalid
427,245,-,TI08213,HPH 2 FW OUTLET TEMPERATURE,HPH FW OUTLET TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,Feed Water Shell,Feed Water Shell,1,-,-,-,Outlet,Outlet,1,Feed Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Feed Water Path,245.6,-,
428,254,-,TR08216,HPH 2 DRIP TEMPERATURE,HPH DRIP TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,Drain Valve,Drain Valve,1,-,-,-,Drip,Temperature,1,-,DEG C,-,-,-,0,300,-,Performance KPI,-,-,
429,251,New,LCR_08307_OP_FB,HPH2 DRIP LVL OPEN POSITION VALVE,HPH DRIP LEVEL VALVE POSITION,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,Drain Valve,Drain Valve,1,-,-,-,Position,Percentage,1,-,%,-,-,-,-,-,FB,Feed Water Path,-,-,
430,252,-,LCR_8307_OP_FB,HPH 2 VALVE DEMAND,HP VALVE DEMAND,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,Level Control Valve,Level Control Valve,1,-,-,-,Position,Percentage,1,Demand,%,-,-,-,0,100,FB,Feed Water Path,-,-,
431,-,-,LCR_08307_OP.SP,HPH2 LEVEL CONTROL SP,HPH Level Setpoint,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,Level Controller,Level Controller,1,-,-,-,Extraction,Level,-,Setpoint,MMWC,~ -107,-,-,-,-,SP,-,-,-,
432,247,-,PI_19115,BLEED TO HPH 2 PRESSURE BEF NRV,BLEED TO HPH PRESSURE BEFORE NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,-,-,KG/CM2,-,-,-,0,60,-,Feed Water Path,38.79,-,
433,250,-,TIR_19206,BLEED TO HPH 2 TEMPERATURE BEF NRV,BLEED TO HPH TEMPERATURE BEFORE NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,-,-,DEG C,-,-,-,0,800,-,Feed Water Path,409.1,-,
434,248,New,PIR_8110,HPH 2 EXTRACTION PRES AFTER NRV,BLEED TO HPH PRESSURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,-,-,KG/CM2,-,-,-,-1,1,-,Feed Water Path,37.627,-,
435,249,New,TI_08210,HPH 2 EXTRACTION TMP AFTER NRV,BLEED TO HPH TEMPERATURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,-,-,DEG C,-,-,-,-1,1,-,Feed Water Path,408.2,-,
436,246,New,FIR8411_FL,EXTRACTION HPH2 STM FLOW,BLEED TO HPH STEAM FLOW,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,NR Valve,NRV,1,-,-,-,Extraction,Flow,-,-,TPH,-,-,-,-,-,-,Feed Water Path,20.592,-,
437,580,-,HRenu_U5_HPH_2_Feed_Water_Enthalpy_at_Inlet,HPH 2 FEED WATER ENTHALPY AT INLET,HPH FEED WATER ENTHALPY AT INLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,Inlet,Inlet,1,Feed Water,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,895.8,-,
438,581,-,HRenu_U5_HPH_2_Feed_Water_Enthalpy_at_Outlet,HPH 2 FEED WATER ENTHALPY AT OUTLET,HPH FEED WATER ENTHALPY AT OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,Outlet,Outlet,1,Feed Water,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,1065.1,-,
439,582,-,HRenu_U5_HPH_2_Extraction_from_Turbine_Enthalpy,HPH 2 EXTRACTION FROM TURBINE ENTHALPY,HPH EXTRACTION FROM TURBINE ENTHALPY,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,3239,-,
440,253,-,LCR08307,HPH 2 LEVEL,HPH LEVEL,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Extraction,Level,1,-,MM,-,-,-,-250,250,-,Performance KPI,-,-,
441,578,-,HRenu_U5_HPH_2_Extraction_Saturation_Temperature,HPH 2 EXTRACTION SATURATION TEMPERATURE,HPH EXTRACTION SATURATION TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Extraction,Saturation Temperature,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
442,576,-,HRenu_U5_HPH_2_Feed_Water_Pressure_drop,HPH 2 FEED WATER PRESSURE DROP,HPH FEED WATER PRESSURE DROP,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Feed Water,Differential Pressure,1,Derived,KG/CM2,-,-,-,-,-,-,Performance KPI,-,-,
443,583,-,HRenu_U5_HPH_2_Energy_absorbed_by_FW,HPH 2 ENERGY ABSORBED BY FW,HPH ENERGY ABSORBED BY FW,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Feed Water,Energy,1,Derived,MCAL,-,-,-,-,-,-,Performance KPI,-,-,
444,584,-,HRenu_U5_HPH_2_Enthalpy_Rise,HPH 2 ENTHALPY RISE,HPH ENTHALPY RISE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Feed Water,Enthalpy Rise,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,-,-,
445,575,-,HRenu_U5_HPH_2_Feed_Water_Temperature_rise,HPH 2 FEED WATER TEMPERATURE RISE,HPH FEED WATER TEMPERATURE RISE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,Feed Water,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,37,-,
446,577,-,HRenu_U5_HPH_2_Drain_Cooler_Approach,HPH 2 DRAIN COOLER APPROACH,HPH DRAIN COOLER APPROACH,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,-,DCA,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
447,579,-,HRenu_U5_HPH_2_TTD,HPH 2 TTD,HPH TTD,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,-,-,-,-,-,-,-,-,-,-,TTD,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
448,-,-,FUELFL_SP,FUEL FLOW SP,Fuel Flow Setpoint,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Coal,Flow,1,Setpoint,TPH,~ 56 tph,-,-,-,-,SP,-,-,-,
449,306,New,FIQC_03305_A_FCO,MILL A COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Conveyor Belt,Speed,1,Demand,TPH,-,-,-,0,10,CTL,Fuel Path,-,-,
450,305,-,FIQC_03305_A_FB,COAL FEEDER SPEED MILL A,MILL COAL FEEDER SPEED,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Conveyor Belt,Speed,1,-,RPM,-,-,-,0,10,FB,Fuel Path,-,-,
451,322,-,TOT_COAL_FLOW,COAL FLOW AT MILL A,COAL FLOW AT MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Fuel,Flow,1,-,TPH,-,-,-,0,160,-,Fuel Path,-,-,
452,-,-,CVFUEL_FL,CV CORRECTED FUEL FLOW (NOT SP),Total Fuel Flow,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Fuel,Flow,1,-,TPH,~ 56,-,-,-,-,SP,-,-,-,
453,-,-,FDR_A_FLOW,Mill A Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Fuel,Flow,1,-,TPH,-,-,-,-,-,SP,-,-,-,
454,310,New,TI_10211_01_E,MILL A R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,-,DEG C,-,-,-,0,10,-,Mechanical,-,-,
455,311,New,TI_10211_01_F,MILL A R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
456,312,New,TI_10211_01_G,MILL A Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
457,313,New,TI_10211_01_H,MILL A Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
458,314,New,TI_10211_01_I,MILL A B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
459,315,New,TI_10211_01_J,MILL A B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
460,309,-,PULV_A_I,MILL A CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,30,-,Performance KPI,-,-,
461,307,-,TIC_05214_CAD_A_FB,COLD AIR DAMPER POSITION MILL A,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,Cold Air Damper,CAD,1,-,-,-,Position,Percentage,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
462,308,-,TIC_05214_HAD_A_FB,HOT AIR DAMPER POSITION MILL A,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,Hot Air Damper,HAD,1,-,-,-,Position,Percentage,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
463,-,-,HAD_A_SP,HAD_A SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,Hot Air Damper,HAD,1,-,-,-,Primary Air,Flow,1,Setpoint,TPH,~ 14,-,-,-,-,SP,-,-,-,
464,319,New,PI_05102_5,MILL A INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
465,321,-,TI05214,PA TEMPERATURE AT MILL A INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,300,-,Air Path,-,-,
466,500,-,HRenu_U5_Mill_A_Primary_Air/Fuel_Ratio,MILL A PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,-,-,-,Mill,Air/Fuel Ratio,1,Derived,-,-,-,Low,-,-,-,Performance KPI,-,-,
467,501,-,HRenu_U5_Mill_A_Run_Hours,MILL A RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,-,-,-,Mill,Run Hours,1,Derived,HRS,-,-,-,-,-,-,Mechanical,-,-,
468,499,-,HRenu_U5_Mill_A_Specific_Power,MILL A SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,-,-,-,Mill,Specific Power,1,Derived,AMPS/T,-,-,Low,-,-,-,Performance KPI,-,-,
469,502,-,HRenu_U5_Mill_A_Temperature_Difference,MILL A TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,-,-,-,Mill,Temperature Difference,1,Derived,DEG C,-,-,Low,-,-,-,Air Path,-,-,
470,316,-,PAF_A_FLOW,PA FLOW TO MILL A,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill A,1,-,-,-,-,-,-,-,-,-,Primary Air,Flow,1,-,TPH,-,-,-,0,50,-,Air Path,-,-,
471,-,-,FDR_B_FLOW,Mill B Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Coal Feeder,Coal Feeder,1,-,-,-,-,-,-,Fuel,Flow,1,-,TPH,-,-,-,-,-,SP,-,-,-,
472,324,New,FIQC_03305_B_FCO,MILL B COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Coal Feeder,Coal Feeder,`,-,-,-,-,-,-,Conveyor Belt,Speed,1,Demand,TPH,-,-,-,0,10,CTL,Fuel Path,-,-,
473,323,-,FIQC_03305_B_FB,COAL FEEDER SPEED MILL B,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Coal Feeder,Coal Feeder,`,-,-,-,-,-,-,Conveyor Belt,Speed,1,-,RPM,-,-,-,0,10,FB,Fuel Path,-,-,
474,328,New,TI_10211_02_E,MILL B R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,-,DEG C,-,-,-,0,10,-,Mechanical,-,-,
475,329,New,TI_10211_02_F,MILL B R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
476,330,New,TI_10211_02_G,MILL B Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
477,331,New,TI_10211_02_H,MILL B Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
478,332,New,TI_10211_02_I,MILL B B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
479,333,New,TI_10211_02_J,MILL B B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
480,327,-,PULV_B_I,MILL B CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,30,-,Performance KPI,-,-,
481,325,-,TIC_05215_CAD_B_FB,COLD AIR DAMPER POSITION MILL B,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,Cold Air Damper,CAD,1,-,-,-,Position,Percentage,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
482,326,-,TIC_05215_HAD_B_FB,HOT AIR DAMPER POSITION MILL B,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,Hot Air Damper,HAD,1,-,-,-,Position,Percentage,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
483,-,-,HAD_B_SP,HAD B SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,Hot Air Damper,HAD,1,-,-,-,Position,Percentage,1,Setpoint,TPH,-,-,-,-,-,SP,-,-,-,
484,337,New,PI_05102_6,MILL B INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
485,339,-,TI05215,PA TEMPERATURE AT MILL B INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,300,-,Air Path,-,-,
486,335,New,PI_05102_11,MILL B OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
487,338,-,TI05210,PULVERISED COAL OUTLET TEMPERATURE AT MILL B,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,200,-,Air Path,-,-,
488,504,-,HRenu_U5_Mill_B_Primary_Air/Fuel_Ratio,MILL B PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,-,-,-,Mill,Air/Fuel Ratio,1,-,-,-,-,Low,-,-,-,Performance KPI,-,-,
489,505,-,HRenu_U5_Mill_B_Run_Hours,MILL B RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,-,-,-,Mill,Run Hours,1,-,HRS,-,-,-,-,-,-,Mechanical,-,-,
490,503,-,HRenu_U5_Mill_B_Specific_Power,MILL B SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,-,-,-,Mill,Specific Power,1,-,AMPS/T,-,-,Low,-,-,-,Performance KPI,-,-,
491,506,-,HRenu_U5_Mill_B_Temperature_Difference,MILL B TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,-,-,-,Mill,Temperature Difference,1,Derived,DEG C,-,-,Low,-,-,-,Air Path,-,-,
492,336,-,PI_05102_16,MILL B DIFFERENTIAL PRESSURE,MILL DIFFERENTIAL PRESSURE,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,-,-,-,Primary Air,Differential Pressure,1,-,MMWC,-,-,-,0,600,-,Air Path,-,-,
493,334,-,PAF_B_FLOW,PA FLOW TO MILL B,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill B,2,-,-,-,-,-,-,-,-,-,Primary Air,Flow,1,-,TPH,-,-,-,0,50,-,Air Path,-,-,
494,-,-,FDR_C_FLOW,Mill C Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Coal Feeder,Coal Feeder,1,-,-,-,-,-,1,Fuel,Flow,1,-,TPH,-,-,-,-,-,SP,-,-,-,
495,341,New,FIQC_03305_C_FCO,MILL C COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Coal Feeder,Coal Feeder,`,-,-,-,-,-,-,Conveyor Belt,Speed,1,Demand,TPH,-,-,-,0,10,CTL,Fuel Path,-,-,
496,340,-,FIQC_03305_C_FB,COAL FEEDER SPEED MILL C,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Coal Feeder,Coal Feeder,`,-,-,-,-,-,-,Conveyor Belt,Speed,1,-,RPM,-,-,-,0,10,FB,Fuel Path,-,-,
497,345,New,TI_10212_01_E,MILL C R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,-,DEG C,-,-,-,0,10,-,Mechanical,-,-,
498,346,New,TI_10212_01_F,MILL C R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
499,347,New,TI_10212_01_G,MILL C Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
500,348,New,TI_10212_01_H,MILL C Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
501,349,New,TI_10212_01_I,MILL C B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
502,350,New,TI_10212_01_J,MILL C B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,-,DEG C,-,-,-,-,-,-,Mechanical,-,-,
503,344,-,PULV_C_I,MILL C CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,30,-,Performance KPI,-,-,
504,342,-,TIC_05216_CAD_C_FB,COLD AIR DAMPER POSITION MILL C,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,Cold Air Damper,CAD,1,-,-,-,Position,Percentage,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
505,343,-,TIC_05216_HAD_C_FB,HOT AIR DAMPER POSITION MILL C,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,Hot Air Damper,HAD,1,-,-,-,Position,Percentage,1,Feedback,%,-,-,-,0,100,-,Air Path,-,-,
506,-,-,HAD_C_SP,HAD C SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,Hot Air Damper,HAD,1,-,-,-,Position,Percentage,1,Setpoint,TPH,-,-,-,-,-,SP,-,-,-,
507,354,New,PI_05102_7,MILL C INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
508,356,-,TI_05216,PA TEMPERATURE AT MILL C INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,-,-,-,Inlet,Inlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,300,-,Air Path,-,-,
509,352,New,PI_05102_12,MILL C OUTLET PRESSURE,PA PRESSURE AT MILL OUTLET,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Pressure,1,-,MMWC,-,-,-,0,10,-,Air Path,-,-,
510,355,-,TI_05211,PULVERISED COAL OUTLET TEMPERATURE AT MILL C,PULVERISED COAL OUTLET TEMPERATURE AT MILL,Fuel Supply,Fuel Supply,Pulverizer,-,Mill C,3,-,-,-,-,-,-,Outlet,Outlet,1,Primary Air,Temperature,1,-,DEG C,-,-,-,0,200,-,Air Path,-,-,
511,508,-,HRenu_U5_Mill_C_Primary_Air/Fuel_Ratio,MILL C PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,-,-,-,-,-,-,-,-,-,Mill,Air/Fuel Ratio,1,Derived,-,-,-,Low,-,-,-,Performance KPI,-,-,
512,509,-,HRenu_U5_Mill_C_Run_Hours,MILL C RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,Bowl Mill,Mill C,3,-,-,-,-,-,-,-,-,-,Mill,Run Hours,1,Derived,HRS,-,-,-,-,-,-,Mechanical,-,-,
